Phase;Type de mission;Mission;Code Programme;Programme;Code Action;Action
PLF 2017;Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;753;Contrôle et modernisation de la politique de la circulation et du stationnement routiers;01;Déploiement du procès-verbal électronique
PLF 2017;Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;754;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières;01;Contribution à l'équipement des collectivités territoriales pour l'amélioration des transports en commun, de la sécurité et de la circulation routières
PLF 2017;Comptes d'affectation spéciale;Contrôle de la circulation et du stationnement routiers;755;Désendettement de l'État;01;Désendettement de l'État
PLF 2017;Comptes d'affectation spéciale;Développement agricole et rural;775;Développement et transfert en agriculture;01;Développement et transfert
PLF 2017;Comptes d'affectation spéciale;Développement agricole et rural;775;Développement et transfert en agriculture;02;Fonction support
PLF 2017;Comptes d'affectation spéciale;Développement agricole et rural;776;Recherche appliquée et innovation en agriculture;01;Recherche appliquée et innovation
PLF 2017;Comptes d'affectation spéciale;Développement agricole et rural;776;Recherche appliquée et innovation en agriculture;02;Fonction support
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;03;Renforcement des réseaux
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;04;Extension des réseaux
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;05;Enfouissement et pose en façade
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;06;Sécurisation des fils nus (hors faible section)
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;07;Sécurisation des fils nus de faible section
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;08;Fonctionnement
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;09;Déclaration d'utilité publique (Très haute tension)
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;793;Électrification rurale;10;Intempéries
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;794;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;02;Sites isolés
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;794;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;03;Installations de proximité en zone non interconnectée
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;794;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;04;Maîtrise de la demande d'énergie
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;794;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;05;Déclaration d'utilité publique (Très haute tension) - (Engagements antérieurs au 1er janvier 2013)
PLF 2017;Comptes d'affectation spéciale;Financement des aides aux collectivités pour l'électrification rurale;794;Opérations de maîtrise de la demande d’électricité, de production d’électricité par des énergies renouvelables ou de production de proximité dans les zones non interconnectées, déclarations d’utilité publique et intempéries;06;Intempéries - (Engagements antérieurs au 1er janvier 2013)
PLF 2017;Comptes d'affectation spéciale;Financement national du développement et de la modernisation de l'apprentissage;787;Répartition régionale de la ressource consacrée au développement de l'apprentissage;03;Répartition régionale de la ressource consacrée au développement de l'apprentissage
PLF 2017;Comptes d'affectation spéciale;Financement national du développement et de la modernisation de l'apprentissage;790;Correction financière des disparités régionales de taxe d'apprentissage et incitations au développement de l'apprentissage;01;Correction financière des disparités régionales de taxe d'apprentissage et incitations au développement de l'apprentissage
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;721;Contributions des cessions immobilières à l'étranger au désendettement de l'État;01;Contribution au désendettement de l'État
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;723;Opérations immobilières nationales et des administrations centrales;11;Opérations structurantes et cessions
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;723;Opérations immobilières nationales et des administrations centrales;12;Contrôles règlementaires, audits, expertises et diagnostiques
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;723;Opérations immobilières nationales et des administrations centrales;13;Maintenance à la charge du propriétaire
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;723;Opérations immobilières nationales et des administrations centrales;14;Gros entretien, réhabilitation, mise en conformité et remise en état
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;724;Opérations immobilières déconcentrées;11;Opérations structurantes et cessions
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;724;Opérations immobilières déconcentrées;12;Contrôles règlementaires, audits, expertises et diagnostiques
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;724;Opérations immobilières déconcentrées;13;Maintenance à la charge du propriétaire
PLF 2017;Comptes d'affectation spéciale;Gestion du patrimoine immobilier de l'État;724;Opérations immobilières déconcentrées;14;Gros entretien, réhabilitation, mise en conformité et remise en état
PLF 2017;Comptes d'affectation spéciale;Participation de la France au désendettement de la Grèce;795;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus sur les titres grecs;01;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus par la Banque de France sur les titres grecs détenus en compte propre
PLF 2017;Comptes d'affectation spéciale;Participation de la France au désendettement de la Grèce;795;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus sur les titres grecs;02;Versement de la France à la Grèce au titre de la restitution à cet État des revenus perçus par la Banque de France sur les titres grecs détenus au titre du portefeuille dit SMP
PLF 2017;Comptes d'affectation spéciale;Participation de la France au désendettement de la Grèce;796;Rétrocessions de trop-perçus à la Banque de France;01;Rétrocessions de trop-perçus à la Banque de France
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;731;Opérations en capital intéressant les participations financières de l'État;01;Augmentations de capital, dotations en fonds propres, avances d'actionnaire et prêts assimilés
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;731;Opérations en capital intéressant les participations financières de l'État;03;Achats ou souscriptions de titres, parts ou droits de société
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;731;Opérations en capital intéressant les participations financières de l'État;04;Autres investissements financiers de nature patrimoniale
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;731;Opérations en capital intéressant les participations financières de l'État;05;Prestations de services : commissions bancaires, frais juridiques et frais liés aux opérations de gestion des participations financières de l'État
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;731;Opérations en capital intéressant les participations financières de l'État;06;Versements au profit du Mécanisme européen de stabilité
PLF 2017;Comptes d'affectation spéciale;Participations financières de l'État;732;Désendettement de l'État et d'établissements publics de l'État;01;Désendettement de l'État ou d'établissements publics de l'État
PLF 2017;Comptes d'affectation spéciale;Pensions;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;01;Fonctionnaires civils relevant du code des pensions civiles et militaires de retraite
PLF 2017;Comptes d'affectation spéciale;Pensions;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;02;Militaires relevant du code des pensions civiles et militaires de retraite
PLF 2017;Comptes d'affectation spéciale;Pensions;741;Pensions civiles et militaires de retraite et allocations temporaires d'invalidité;03;Allocations temporaires d'invalidité
PLF 2017;Comptes d'affectation spéciale;Pensions;742;Ouvriers des établissements industriels de l'État;01;Prestations vieillesse et invalidité
PLF 2017;Comptes d'affectation spéciale;Pensions;742;Ouvriers des établissements industriels de l'État;03;Autres dépenses spécifiques
PLF 2017;Comptes d'affectation spéciale;Pensions;742;Ouvriers des établissements industriels de l'État;04;Gestion du régime
PLF 2017;Comptes d'affectation spéciale;Pensions;742;Ouvriers des établissements industriels de l'État;05;Rentes accidents du travail des ouvriers civils des établissements militaires (RATOCEM)
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;01;Reconnaissance de la Nation
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;02;Réparation
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;03;Pensions d'Alsace-Lorraine
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;04;Allocations de reconnaissance des anciens supplétifs
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;05;Pensions des anciens agents du chemin de fer franco-éthiopien
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;06;Pensions des sapeurs-pompiers et anciens agents de la défense passive victimes d'accident
PLF 2017;Comptes d'affectation spéciale;Pensions;743;Pensions militaires d'invalidité et des victimes de guerre et autres pensions;07;Pensions de l'ORTF
PLF 2017;Comptes d'affectation spéciale;Services nationaux de transport conventionnés de voyageurs;785;Exploitation des services nationaux de transport conventionnés;01;Contribution à l’exploitation des services nationaux de transport conventionnés
PLF 2017;Comptes d'affectation spéciale;Services nationaux de transport conventionnés de voyageurs;785;Exploitation des services nationaux de transport conventionnés;02;Frais d'enquêtes, d'études et de conseil relatifs à l'exploitation des services nationaux de transport conventionnés
PLF 2017;Comptes d'affectation spéciale;Services nationaux de transport conventionnés de voyageurs;786;Matériel roulant des services nationaux de transport conventionnés;01;Contribution au matériel roulant des services nationaux de transport conventionnés
PLF 2017;Comptes d'affectation spéciale;Services nationaux de transport conventionnés de voyageurs;786;Matériel roulant des services nationaux de transport conventionnés;02;Frais d'enquêtes, d'études et de conseil relatifs au matériel roulant des services nationaux de transport conventionnés
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;764;Soutien à la transition énergétique;01;Soutien aux énergies renouvelables électriques
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;764;Soutien à la transition énergétique;02;Soutien à l'effacement de consommation électrique
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;764;Soutien à la transition énergétique;03;Soutien à l'injection de bio-méthane
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;765;Engagements financiers liés à la transition énergétique;01;Désendettement vis-à-vis des opérateurs supportant des charges de service public de l'électricité
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;765;Engagements financiers liés à la transition énergétique;02;Versement au profit du budget général correspondant aux montants des remboursements et dégrèvements au titre de la TICFE
PLF 2017;Comptes d'affectation spéciale;Transition énergétique;765;Engagements financiers liés à la transition énergétique;03;Versements au profit de la CDC correspondant à des remboursements partiels de CSPE
PLF 2017;Comptes de concours financiers;Accords monétaires internationaux;811;Relations avec l'Union monétaire ouest-africaine;01;Relations avec l'Union monétaire ouest-africaine
PLF 2017;Comptes de concours financiers;Accords monétaires internationaux;812;Relations avec l'Union monétaire d'Afrique centrale;01;Relations avec l'Union monétaire d'Afrique centrale
PLF 2017;Comptes de concours financiers;Accords monétaires internationaux;813;Relations avec l'Union des Comores;01;Relations avec l'Union des Comores
PLF 2017;Comptes de concours financiers;Avances à divers services de l'État ou organismes gérant des services publics;821;Avances à l'Agence de services et de paiement, au titre du préfinancement des aides communautaires de la politique agricole commune;01;Avances au titre du préfinancement des aides communautaires de la politique agricole commune
PLF 2017;Comptes de concours financiers;Avances à divers services de l'État ou organismes gérant des services publics;823;Avances à des organismes distincts de l'État et gérant des services publics;01;Avances à des organismes distincts de l'État et gérant des services publics
PLF 2017;Comptes de concours financiers;Avances à divers services de l'État ou organismes gérant des services publics;824;Avances à des services de l'État;01;Avances au budget annexe « Contrôle et exploitation aériens »
PLF 2017;Comptes de concours financiers;Avances à divers services de l'État ou organismes gérant des services publics;825;Avances à l'Office national d'indemnisation des accidents médicaux, des affections iatrogènes et des infections nosocomiales (ONIAM) au titre de l'indemnisation des victimes du Benfluorex;01;Avances à l'ONIAM au titre de l'indemnisation des victimes du Benfluorex
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;841;France Télévisions;01;France Télévisions
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;842;ARTE France;01;ARTE France
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;843;Radio France;01;Radio France
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;844;France Médias Monde;01;France Médias Monde
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;845;Institut national de l'audiovisuel;01;Institut national de l'audiovisuel
PLF 2017;Comptes de concours financiers;Avances à l'audiovisuel public;847;TV5 Monde;01;TV5 Monde
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;832;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;01;Avances de l'article 70 de la loi du 31 mars 1932 et de l'article L. 2336-1 du code général des collectivités territoriales
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;832;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;02;Avances de l'article 14 de la loi n° 46-2921 du 23 décembre 1946 et de l'article L. 2237-2 du code général des collectivités territoriales
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;832;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;03;Avances de l'article 34 de la loi n° 53-1336 du 31 décembre 1953 (avances spéciales sur recettes budgétaires)
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;832;Avances aux collectivités et établissements publics, et à la Nouvelle-Calédonie;04;Avances à la Nouvelle-Calédonie, au titre de la fiscalité du nickel
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;833;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;01;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;833;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;02;Avances aux départements sur le produit de la taxe intérieure de consommation sur les produits pétroliers
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;833;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;03;Avances aux départements sur les frais de gestion de la taxe foncière sur les propriétés bâties
PLF 2017;Comptes de concours financiers;Avances aux collectivités territoriales;833;Avances sur le montant des impositions revenant aux régions, départements, communes, établissements et divers organismes;04;Avances aux régions sur les frais de gestion de la contribution foncière des entreprises (CFE), de la contribution sur la valeur ajoutée des entreprises (CVAE) et de la taxe d'habitation (TH) et sur le produit de la taxe intérieure de consommation sur les
PLF 2017;Comptes de concours financiers;Prêts à des États étrangers;851;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France;01;Prêts à des États étrangers en vue de faciliter la vente de biens et de services concourant au développement du commerce extérieur de la France
PLF 2017;Comptes de concours financiers;Prêts à des États étrangers;852;Prêts à des États étrangers pour consolidation de dettes envers la France;01;Prêts résultant de l'exécution d'accords conclus avec les gouvernements étrangers et portant consolidation des dettes de leur pays envers la France
PLF 2017;Comptes de concours financiers;Prêts à des États étrangers;853;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers;01;Prêts à l'Agence française de développement en vue de favoriser le développement économique et social dans des États étrangers
PLF 2017;Comptes de concours financiers;Prêts à des États étrangers;854;Prêts aux États membres de l'Union européenne dont la monnaie est l'euro;01;Soutien financier aux États membres de l’Union européenne dont la monnaie est l’euro
PLF 2017;Comptes de concours financiers;Prêts et avances à des particuliers ou à des organismes privés;861;Prêts et avances pour le logement des agents de l'État;04;Avances aux agents de l'État à l'étranger pour la prise en location d'un logement
PLF 2017;Comptes de concours financiers;Prêts et avances à des particuliers ou à des organismes privés;862;Prêts pour le développement économique et social;01;Prêts pour le développement économique et social
PLF 2017;Comptes de concours financiers;Prêts et avances à des particuliers ou à des organismes privés;863;Prêts à la filière automobile;02;Prêts pour le soutien à l'innovation de la filière automobile
PLF 2017;Comptes de concours financiers;Prêts et avances à des particuliers ou à des organismes privés;863;Prêts à la filière automobile;03;Fonds de soutien à la filière automobile
